codigo_ine,municipio,provincia
7017,Costitx,Illes Balears
7018,Deià,Illes Balears
7026,Eivissa,Illes Balears
7019,Escorca,Illes Balears
7020,Esporles,Illes Balears
7021,Estellencs,Illes Balears
7022,Felanitx,Illes Balears
7023,Ferreries,Illes Balears
7024,Formentera,Illes Balears
7025,Fornalutx,Illes Balears
7027,Inca,Illes Balears
7028,Lloret de Vistalegre,Illes Balears
7029,Lloseta,Illes Balears
7030,Llubí,Illes Balears
7031,Llucmajor,Illes Balears
7033,Manacor,Illes Balears
7034,Mancor de la Vall,Illes Balears
7032,Maó,Illes Balears
7035,Maria de la Salut,Illes Balears
7036,Marratxí,Illes Balears
7037,"Mercadal, Es",Illes Balears
7902,"Migjorn Gran, Es",Illes Balears
7038,Montuïri,Illes Balears
7039,Muro,Illes Balears
7040,Palma,Illes Balears
7041,Petra,Illes Balears
7044,"Pobla, Sa",Illes Balears
7042,Pollença,Illes Balears
7043,Porreres,Illes Balears
7045,Puigpunyent,Illes Balears
7059,"Salines, Ses",Illes Balears
7046,Sant Antoni de Portmany,Illes Balears
7049,Sant Joan,Illes Balears
7050,Sant Joan de Labritja,Illes Balears
7048,Sant Josep de sa Talaia,Illes Balears
7051,Sant Llorenç des Cardassar,Illes Balears
7052,Sant Lluís,Illes Balears
7053,Santa Eugènia,Illes Balears
7054,Santa Eulària des Riu,Illes Balears
7055,Santa Margalida,Illes Balears
7056,Santa María del Camí,Illes Balears
7057,Santanyí,Illes Balears
7058,Selva,Illes Balears
7047,Sencelles,Illes Balears
7060,Sineu,Illes Balears
7061,Sóller,Illes Balears
7062,Son Servera,Illes Balears
7063,Valldemossa,Illes Balears
7065,Vilafranca de Bonany,Illes Balears
8001,Abrera,Barcelona
8002,Aguilar de Segarra,Barcelona
8014,Aiguafreda,Barcelona
8003,Alella,Barcelona
8004,Alpens,Barcelona
8005,"Ametlla del Vallès, L'",Barcelona
8006,Arenys de Mar,Barcelona
8007,Arenys de Munt,Barcelona
8008,Argençola,Barcelona
8009,Argentona,Barcelona
8010,Artés,Barcelona
8011,Avià,Barcelona
8012,Avinyó,Barcelona
8013,Avinyonet del Penedès,Barcelona
8015,Badalona,Barcelona
8904,Badia del Vallès,Barcelona
8016,Bagà,Barcelona
8017,Balenyà,Barcelona
8018,Balsareny,Barcelona
8252,Barberà del Vallès,Barcelona
8019,Barcelona,Barcelona
8020,Begues,Barcelona
8021,Bellprat,Barcelona
8022,Berga,Barcelona
8023,Bigues i Riells del Fai,Barcelona
8024,Borredà,Barcelona
8025,"Bruc, El",Barcelona
8026,"Brull, El",Barcelona
8027,"Cabanyes, Les",Barcelona
8028,Cabrera d'Anoia,Barcelona
8029,Cabrera de Mar,Barcelona
8030,Cabrils,Barcelona
8031,Calaf,Barcelona
8034,Calders,Barcelona
8033,Caldes de Montbui,Barcelona
8032,Caldes d'Estrac,Barcelona
8035,Calella,Barcelona
8037,Calldetenes,Barcelona
8038,Callús,Barcelona
8036,Calonge de Segarra,Barcelona
8039,Campins,Barcelona
8040,Canet de Mar,Barcelona
8041,Canovelles,Barcelona
8042,Cànoves i Samalús,Barcelona
8043,Canyelles,Barcelona
8044,Capellades,Barcelona
8045,Capolat,Barcelona
8046,Cardedeu,Barcelona
8047,Cardona,Barcelona
8048,Carme,Barcelona
8049,Casserres,Barcelona
8057,Castell de l'Areny,Barcelona
8052,Castellar de n'Hug,Barcelona
8050,Castellar del Riu,Barcelona
8051,Castellar del Vallès,Barcelona
8053,Castellbell i el Vilar,Barcelona
8054,Castellbisbal,Barcelona
8055,Castellcir,Barcelona
8056,Castelldefels,Barcelona
8058,Castellet i la Gornal,Barcelona
8060,Castellfollit de Riubregós,Barcelona
8059,Castellfollit del Boix,Barcelona
8061,Castellgalí,Barcelona
8062,Castellnou de Bages,Barcelona
8063,Castellolí,Barcelona
8064,Castellterçol,Barcelona
8065,Castellví de la Marca,Barcelona
8066,Castellví de Rosanes,Barcelona
8067,Centelles,Barcelona
8268,Cercs,Barcelona
8266,Cerdanyola del Vallès,Barcelona
8068,Cervelló,Barcelona
8069,Collbató,Barcelona
8070,Collsuspina,Barcelona
8071,Copons,Barcelona
8072,Corbera de Llobregat,Barcelona
8073,Cornellà de Llobregat,Barcelona
8074,Cubelles,Barcelona
8075,Dosrius,Barcelona
8076,Esparreguera,Barcelona
8077,Esplugues de Llobregat,Barcelona
8078,"Espunyola, L'",Barcelona
8254,"Esquirol, L'",Barcelona
8079,"Estany, L'",Barcelona
8134,Figaró-Montmany,Barcelona
8080,Fígols,Barcelona
8082,Fogars de la Selva,Barcelona
8081,Fogars de Montclús,Barcelona
8083,Folgueroles,Barcelona
8084,Fonollosa,Barcelona
8085,Font-rubí,Barcelona
8086,"Franqueses del Vallès, Les",Barcelona
8090,Gaià,Barcelona
8087,Gallifa,Barcelona
8088,"Garriga, La",Barcelona
8089,Gavà,Barcelona
8091,Gelida,Barcelona
8092,Gironella,Barcelona
8093,Gisclareny,Barcelona
8094,"Granada, La",Barcelona
8095,Granera,Barcelona
8096,Granollers,Barcelona
8097,Gualba,Barcelona
8099,Guardiola de Berguedà,Barcelona
8100,Gurb,Barcelona
8101,"Hospitalet de Llobregat, L'",Barcelona
8162,"Hostalets de Pierola, Els",Barcelona
8102,Igualada,Barcelona
8103,Jorba,Barcelona
8104,"Llacuna, La",Barcelona
8105,"Llagosta, La",Barcelona
8107,Lliçà d'Amunt,Barcelona
8108,Lliçà de Vall,Barcelona
8106,Llinars del Vallès,Barcelona
8109,Lluçà,Barcelona
8110,Malgrat de Mar,Barcelona
8111,Malla,Barcelona
8112,Manlleu,Barcelona
8113,Manresa,Barcelona
8242,Marganell,Barcelona
8114,Martorell,Barcelona
8115,Martorelles,Barcelona
8116,"Masies de Roda, Les",Barcelona
8117,"Masies de Voltregà, Les",Barcelona
8118,"Masnou, El",Barcelona
8119,Masquefa,Barcelona
8120,Matadepera,Barcelona
8121,Mataró,Barcelona
8122,Mediona,Barcelona
8138,Moià,Barcelona
8123,Molins de Rei,Barcelona
8124,Mollet del Vallès,Barcelona
8128,Monistrol de Calders,Barcelona
8127,Monistrol de Montserrat,Barcelona
8125,Montcada i Reixac,Barcelona
8130,Montclar,Barcelona
8131,Montesquiu,Barcelona
8126,Montgat,Barcelona
8132,Montmajor,Barcelona
8133,Montmaneu,Barcelona
8135,Montmeló,Barcelona
8136,Montornès del Vallès,Barcelona
8137,Montseny,Barcelona
8129,Muntanyola,Barcelona
8139,Mura,Barcelona
8140,Navarcles,Barcelona
8141,Navàs,Barcelona
8142,"Nou de Berguedà, La",Barcelona
8143,Òdena,Barcelona
8145,Olèrdola,Barcelona
8146,Olesa de Bonesvalls,Barcelona
8147,Olesa de Montserrat,Barcelona
8148,Olivella,Barcelona
8149,Olost,Barcelona
8144,Olvan,Barcelona
8150,Orís,Barcelona
8151,Oristà,Barcelona
8152,Orpí,Barcelona
8153,Òrrius,Barcelona
8154,Pacs del Penedès,Barcelona
8155,Palafolls,Barcelona
8156,Palau-solità i Plegamans,Barcelona
8157,Pallejà,Barcelona
8905,"Palma de Cervelló, La",Barcelona
8158,"Papiol, El",Barcelona
8159,Parets del Vallès,Barcelona
8160,Perafita,Barcelona
8161,Piera,Barcelona
8163,Pineda de Mar,Barcelona
8164,"Pla del Penedès, El",Barcelona
8165,"Pobla de Claramunt, La",Barcelona
8166,"Pobla de Lillet, La",Barcelona
8167,Polinyà,Barcelona
8182,"Pont de Vilomara i Rocafort, El",Barcelona
8168,Pontons,Barcelona
8169,"Prat de Llobregat, El",Barcelona
8171,Prats de Lluçanès,Barcelona
8170,"Prats de Rei, Els",Barcelona
8230,Premià de Dalt,Barcelona
8172,Premià de Mar,Barcelona
8174,Puigdàlber,Barcelona
8175,Puig-reig,Barcelona
8176,Pujalt,Barcelona
8177,"Quar, La",Barcelona
8178,Rajadell,Barcelona
8179,Rellinars,Barcelona
8180,Ripollet,Barcelona
8181,"Roca del Vallès, La",Barcelona
8183,Roda de Ter,Barcelona
8184,Rubí,Barcelona
8185,Rubió,Barcelona
8901,Rupit i Pruit,Barcelona
8187,Sabadell,Barcelona
8188,Sagàs,Barcelona
8190,Saldes,Barcelona
8191,Sallent,Barcelona
8194,Sant Adrià de Besòs,Barcelona
8195,Sant Agustí de Lluçanès,Barcelona
8196,Sant Andreu de la Barca,Barcelona
8197,Sant Andreu de Llavaneres,Barcelona
8198,Sant Antoni de Vilamajor,Barcelona
8199,Sant Bartomeu del Grau,Barcelona
8200,Sant Boi de Llobregat,Barcelona
8201,Sant Boi de Lluçanès,Barcelona
8203,Sant Cebrià de Vallalta,Barcelona
8202,Sant Celoni,Barcelona
8204,Sant Climent de Llobregat,Barcelona
8205,Sant Cugat del Vallès,Barcelona
8206,Sant Cugat Sesgarrigues,Barcelona
8207,Sant Esteve de Palautordera,Barcelona
8208,Sant Esteve Sesrovires,Barcelona
8210,Sant Feliu de Codines,Barcelona
8211,Sant Feliu de Llobregat,Barcelona
8212,Sant Feliu Sasserra,Barcelona
8209,Sant Fost de Campsentelles,Barcelona
8213,Sant Fruitós de Bages,Barcelona
8215,Sant Hipòlit de Voltregà,Barcelona
8193,Sant Iscle de Vallalta,Barcelona
8216,Sant Jaume de Frontanyà,Barcelona
8218,Sant Joan de Vilatorrada,Barcelona
8217,Sant Joan Despí,Barcelona
8903,Sant Julià de Cerdanyola,Barcelona
8220,Sant Julià de Vilatorta,Barcelona
8221,Sant Just Desvern,Barcelona
8222,Sant Llorenç d'Hortons,Barcelona
8223,Sant Llorenç Savall,Barcelona
8225,Sant Martí d'Albars,Barcelona
8224,Sant Martí de Centelles,Barcelona
8226,Sant Martí de Tous,Barcelona
8227,Sant Martí Sarroca,Barcelona
8228,Sant Martí Sesgueioles,Barcelona
8229,Sant Mateu de Bages,Barcelona
8231,Sant Pere de Ribes,Barcelona
8232,Sant Pere de Riudebitlles,Barcelona
8233,Sant Pere de Torelló,Barcelona
8234,Sant Pere de Vilamajor,Barcelona
8189,Sant Pere Sallavinera,Barcelona
8235,Sant Pol de Mar,Barcelona
8236,Sant Quintí de Mediona,Barcelona
8237,Sant Quirze de Besora,Barcelona
8238,Sant Quirze del Vallès,Barcelona
8239,Sant Quirze Safaja,Barcelona
8240,Sant Sadurní d'Anoia,Barcelona
8241,Sant Sadurní d'Osormort,Barcelona
8098,Sant Salvador de Guardiola,Barcelona
8262,Sant Vicenç de Castellet,Barcelona
8264,Sant Vicenç de Montalt,Barcelona
8265,Sant Vicenç de Torelló,Barcelona
8263,Sant Vicenç dels Horts,Barcelona
8243,Santa Cecília de Voltregà,Barcelona
8244,Santa Coloma de Cervelló,Barcelona
8245,Santa Coloma de Gramenet,Barcelona
8246,Santa Eugènia de Berga,Barcelona
8247,Santa Eulàlia de Riuprimer,Barcelona
8248,Santa Eulàlia de Ronçana,Barcelona
8249,Santa Fe del Penedès,Barcelona
8250,Santa Margarida de Montbui,Barcelona
8251,Santa Margarida i els Monjos,Barcelona
8253,Santa Maria de Besora,Barcelona
8256,Santa Maria de Martorelles,Barcelona
8255,Santa Maria de Merlès,Barcelona
8257,Santa Maria de Miralles,Barcelona
8259,Santa Maria de Palautordera,Barcelona
8258,Santa Maria d'Oló,Barcelona
8260,Santa Perpètua de Mogoda,Barcelona
8261,Santa Susanna,Barcelona
8192,Santpedor,Barcelona
8267,Sentmenat,Barcelona
8269,Seva,Barcelona
8270,Sitges,Barcelona
8271,Sobremunt,Barcelona
8272,Sora,Barcelona
8273,Subirats,Barcelona
8274,Súria,Barcelona
8276,Tagamanent,Barcelona
8277,Talamanca,Barcelona
8278,Taradell,Barcelona
8275,Tavèrnoles,Barcelona
8280,Tavertet,Barcelona
8281,Teià,Barcelona
8279,Terrassa,Barcelona
8282,Tiana,Barcelona
8283,Tona,Barcelona
8284,Tordera,Barcelona
8285,Torelló,Barcelona
8286,"Torre de Claramunt, La",Barcelona
8287,Torrelavit,Barcelona
8288,Torrelles de Foix,Barcelona
8289,Torrelles de Llobregat,Barcelona
8290,Ullastrell,Barcelona
8291,Vacarisses,Barcelona
8292,Vallbona d'Anoia,Barcelona
8293,Vallcebre,Barcelona
8294,Vallgorguina,Barcelona
8295,Vallirana,Barcelona
8296,Vallromanes,Barcelona
8297,Veciana,Barcelona
8298,Vic,Barcelona
8299,Vilada,Barcelona
8301,Viladecans,Barcelona
8300,Viladecavalls,Barcelona
8305,Vilafranca del Penedès,Barcelona
8306,Vilalba Sasserra,Barcelona
8303,Vilanova de Sau,Barcelona
8302,Vilanova del Camí,Barcelona
8902,Vilanova del Vallès,Barcelona
8307,Vilanova i la Geltrú,Barcelona
8214,Vilassar de Dalt,Barcelona
8219,Vilassar de Mar,Barcelona
8304,Vilobí del Penedès,Barcelona
8308,Viver i Serrateix,Barcelona
9001,Abajas,Burgos
9003,Adrada de Haza,Burgos
9006,Aguas Cándidas,Burgos
9007,Aguilar de Bureba,Burgos
9009,Albillos,Burgos
9010,Alcocero de Mola,Burgos
9011,Alfoz de Bricia,Burgos
9907,Alfoz de Quintanadueñas,Burgos
9012,Alfoz de Santa Gadea,Burgos
9013,Altable,Burgos
9014,"Altos, Los",Burgos
9016,Ameyugo,Burgos
9017,Anguix,Burgos
9018,Aranda de Duero,Burgos
9019,Arandilla,Burgos
9020,Arauzo de Miel,Burgos
9021,Arauzo de Salce,Burgos
9022,Arauzo de Torre,Burgos
9023,Arcos,Burgos
9024,Arenillas de Riopisuerga,Burgos
9025,Arija,Burgos
9026,Arlanzón,Burgos
9027,Arraya de Oca,Burgos
9029,Atapuerca,Burgos
9030,"Ausines, Los",Burgos
9032,Avellanosa de Muñó,Burgos
9033,Bahabón de Esgueva,Burgos
9034,"Balbases, Los",Burgos
9035,Baños de Valdearados,Burgos
9036,Bañuelos de Bureba,Burgos
9037,Barbadillo de Herreros,Burgos
9038,Barbadillo del Mercado,Burgos
9039,Barbadillo del Pez,Burgos
9041,Barrio de Muñó,Burgos
9043,"Barrios de Bureba, Los",Burgos
9044,Barrios de Colina,Burgos
9045,Basconcillos del Tozo,Burgos
9046,Bascuñana,Burgos
9047,Belbimbre,Burgos
9048,Belorado,Burgos
9050,Berberana,Burgos
9051,Berlangas de Roa,Burgos
9052,Berzosa de Bureba,Burgos
9054,Bozoó,Burgos
9055,Brazacorta,Burgos
9056,Briviesca,Burgos
9057,Bugedo,Burgos
9058,Buniel,Burgos
9059,Burgos,Burgos
9060,Busto de Bureba,Burgos
9061,Cabañes de Esgueva,Burgos
9062,Cabezón de la Sierra,Burgos
9064,Caleruega,Burgos
9065,Campillo de Aranda,Burgos
9066,Campolara,Burgos
9067,Canicosa de la Sierra,Burgos
9068,Cantabrana,Burgos
9070,Carazo,Burgos
9071,Carcedo de Bureba,Burgos
9072,Carcedo de Burgos,Burgos
9073,Cardeñadijo,Burgos
9074,Cardeñajimeno,Burgos
9075,Cardeñuela Riopico,Burgos
9076,Carrias,Burgos
9077,Cascajares de Bureba,Burgos
9078,Cascajares de la Sierra,Burgos
9079,Castellanos de Castro,Burgos
9083,Castil de Peones,Burgos
9082,Castildelgado,Burgos
9084,Castrillo de la Reina,Burgos
9085,Castrillo de la Vega,Burgos
9088,Castrillo de Riopisuerga,Burgos
9086,Castrillo del Val,Burgos
9090,Castrillo Mota de Judíos,Burgos
9091,Castrojeriz,Burgos
9063,Cavia,Burgos
9093,Cayuela,Burgos
9094,Cebrecos,Burgos
9095,Celada del Camino,Burgos
9098,Cerezo de Río Tirón,Burgos
9100,Cerratón de Juarros,Burgos
9101,Ciadoncha,Burgos
9102,Cillaperlata,Burgos
9103,Cilleruelo de Abajo,Burgos
9104,Cilleruelo de Arriba,Burgos
9105,Ciruelos de Cervera,Burgos
9108,Cogollos,Burgos
9109,Condado de Treviño,Burgos
9110,Contreras,Burgos
9112,Coruña del Conde,Burgos
9113,Covarrubias,Burgos
9114,Cubillo del Campo,Burgos
9115,Cubo de Bureba,Burgos
9117,"Cueva de Roa, La",Burgos
9119,Cuevas de San Clemente,Burgos
9120,Encío,Burgos
9122,Espinosa de Cervera,Burgos
9124,Espinosa de los Monteros,Burgos
9123,Espinosa del Camino,Burgos
9125,Estépar,Burgos
9127,Fontioso,Burgos
9128,Frandovínez,Burgos
9129,Fresneda de la Sierra Tirón,Burgos
9130,Fresneña,Burgos
9131,Fresnillo de las Dueñas,Burgos
9132,Fresno de Río Tirón,Burgos
9133,Fresno de Rodilla,Burgos
9134,Frías,Burgos
9135,Fuentebureba,Burgos
9136,Fuentecén,Burgos
9137,Fuentelcésped,Burgos
9138,Fuentelisendo,Burgos
9139,Fuentemolinos,Burgos
9140,Fuentenebro,Burgos
9141,Fuentespina,Burgos
9143,Galbarros,Burgos
9144,"Gallega, La",Burgos
9148,Grijalba,Burgos
9149,Grisaleña,Burgos
9151,Gumiel de Izán,Burgos
9152,Gumiel de Mercado,Burgos
9154,Hacinas,Burgos
9155,Haza,Burgos
9159,Hontanas,Burgos
9160,Hontangas,Burgos
9162,Hontoria de la Cantera,Burgos
9164,Hontoria de Valdearados,Burgos
9163,Hontoria del Pinar,Burgos
9166,"Hormazas, Las",Burgos
9167,Hornillos del Camino,Burgos
9168,"Horra, La",Burgos
9169,Hortigüela,Burgos
9170,Hoyales de Roa,Burgos
9172,Huérmeces,Burgos
9173,Huerta de Arriba,Burgos
9174,Huerta de Rey,Burgos
9175,Humada,Burgos
9176,Hurones,Burgos
9177,Ibeas de Juarros,Burgos
9178,Ibrillos,Burgos
9179,Iglesiarrubia,Burgos
9180,Iglesias,Burgos
9181,Isar,Burgos
9182,Itero del Castillo,Burgos
9183,Jaramillo de la Fuente,Burgos
9184,Jaramillo Quemado,Burgos
9189,Junta de Traslaloma,Burgos
9190,Junta de Villalba de Losa,Burgos
9191,Jurisdicción de Lara,Burgos
9192,Jurisdicción de San Zadornil,Burgos
9194,Lerma,Burgos
9195,Llano de Bureba,Burgos
9196,Madrigal del Monte,Burgos
9197,Madrigalejo del Monte,Burgos
9198,Mahamud,Burgos
9199,Mambrilla de Castrejón,Burgos
9200,Mambrillas de Lara,Burgos
9201,Mamolar,Burgos
9202,Manciles,Burgos
9206,Mazuela,Burgos
9208,Mecerreyes,Burgos
9209,Medina de Pomar,Burgos
9211,Melgar de Fernamental,Burgos
9213,Merindad de Cuesta-Urria,Burgos
9214,Merindad de Montija,Burgos
9906,Merindad de Río Ubierna,Burgos
9215,Merindad de Sotoscueva,Burgos
9216,Merindad de Valdeporres,Burgos
9217,Merindad de Valdivielso,Burgos
9218,Milagros,Burgos
9219,Miranda de Ebro,Burgos
9220,Miraveche,Burgos
9221,Modúbar de la Emparedada,Burgos
9223,Monasterio de la Sierra,Burgos
9224,Monasterio de Rodilla,Burgos
9225,Moncalvillo,Burgos
9226,Monterrubio de la Demanda,Burgos
9227,Montorio,Burgos
9228,Moradillo de Roa,Burgos
9229,Nava de Roa,Burgos
9230,Navas de Bureba,Burgos
9231,Nebreda,Burgos
9232,Neila,Burgos
9235,Olmedillo de Roa,Burgos
9236,Olmillos de Muñó,Burgos
9238,Oña,Burgos
9239,Oquillas,Burgos
9241,Orbaneja Riopico,Burgos
9242,Padilla de Abajo,Burgos
9243,Padilla de Arriba,Burgos
9244,Padrones de Bureba,Burgos
9246,Palacios de la Sierra,Burgos
9247,Palacios de Riopisuerga,Burgos
9248,Palazuelos de la Sierra,Burgos
9249,Palazuelos de Muñó,Burgos
9250,Pampliega,Burgos
9251,Pancorbo,Burgos
9253,Pardilla,Burgos
9255,Partido de la Sierra en Tobalina,Burgos
9256,Pedrosa de Duero,Burgos
9259,Pedrosa de Río Úrbel,Burgos
9257,Pedrosa del Páramo,Burgos
9258,Pedrosa del Príncipe,Burgos
9261,Peñaranda de Duero,Burgos
9262,Peral de Arlanza,Burgos
9265,Piérnigas,Burgos
9266,Pineda de la Sierra,Burgos
9267,Pineda Trasmonte,Burgos
9268,Pinilla de los Barruecos,Burgos
9269,Pinilla de los Moros,Burgos
9270,Pinilla Trasmonte,Burgos
9272,Poza de la Sal,Burgos
9273,Prádanos de Bureba,Burgos
9274,Pradoluengo,Burgos
9275,Presencio,Burgos
9276,"Puebla de Arganzón, La",Burgos
9277,Puentedura,Burgos
9279,Quemada,Burgos
9281,Quintana del Pidio,Burgos
9280,Quintanabureba,Burgos
9283,Quintanaélez,Burgos
9287,Quintanaortuño,Burgos
9288,Quintanapalla,Burgos
9289,Quintanar de la Sierra,Burgos
9292,Quintanavides,Burgos
9294,Quintanilla de la Mata,Burgos
9901,Quintanilla del Agua y Tordueles,Burgos
9295,Quintanilla del Coco,Burgos
9298,Quintanilla San García,Burgos
9301,Quintanilla Vivar,Burgos
9297,"Quintanillas, Las",Burgos
9302,Rabanera del Pinar,Burgos
9303,Rábanos,Burgos
9304,Rabé de las Calzadas,Burgos
9306,Rebolledo de la Torre,Burgos
9307,Redecilla del Camino,Burgos
9308,Redecilla del Campo,Burgos
9309,Regumiel de la Sierra,Burgos
9310,Reinoso,Burgos
9311,Retuerta,Burgos
9314,Revilla del Campo,Burgos
9316,Revilla Vallejera,Burgos
9312,"Revilla y Ahedo, La",Burgos
9315,Revillarruz,Burgos
9317,Rezmondo,Burgos
9318,Riocavado de la Sierra,Burgos
9321,Roa,Burgos
9323,Rojas,Burgos
9325,Royuela de Río Franco,Burgos
9326,Rubena,Burgos
9327,Rublacedo de Abajo,Burgos
9328,Rucandio,Burgos
9329,Salas de Bureba,Burgos
9330,Salas de los Infantes,Burgos
9332,Saldaña de Burgos,Burgos
9334,Salinillas de Bureba,Burgos
9335,San Adrián de Juarros,Burgos
9337,San Juan del Monte,Burgos
9338,San Mamés de Burgos,Burgos
9339,San Martín de Rubiales,Burgos
9340,San Millán de Lara,Burgos
9360,San Vicente del Valle,Burgos
9343,Santa Cecilia,Burgos
9345,Santa Cruz de la Salceda,Burgos
9346,Santa Cruz del Valle Urbión,Burgos
9347,Santa Gadea del Cid,Burgos
9348,Santa Inés,Burgos
9350,Santa María del Campo,Burgos
9351,Santa María del Invierno,Burgos
9352,Santa María del Mercadillo,Burgos
9353,Santa María Ribarredonda,Burgos
9354,Santa Olalla de Bureba,Burgos
9355,Santibáñez de Esgueva,Burgos
9356,Santibáñez del Val,Burgos
9358,Santo Domingo de Silos,Burgos
9361,Sargentes de la Lora,Burgos
9362,Sarracín,Burgos
9363,Sasamón,Burgos
9365,"Sequera de Haza, La",Burgos
9366,Solarana,Burgos
9368,Sordillos,Burgos
9369,Sotillo de la Ribera,Burgos
9372,Sotragero,Burgos
9373,Sotresgudo,Burgos
9374,Susinos del Páramo,Burgos
9375,Tamarón,Burgos
9377,Tardajos,Burgos
9378,Tejada,Burgos
9380,Terradillos de Esgueva,Burgos
9381,Tinieblas de la Sierra,Burgos
9382,Tobar,Burgos
9384,Tordómar,Burgos
9386,Torrecilla del Monte,Burgos
9387,Torregalindo,Burgos
9388,Torrelara,Burgos
9389,Torrepadre,Burgos
9390,Torresandino,Burgos
9391,Tórtoles de Esgueva,Burgos
9392,Tosantos,Burgos
9394,Trespaderne,Burgos
9395,Tubilla del Agua,Burgos
9396,Tubilla del Lago,Burgos
9398,Úrbel del Castillo,Burgos
9400,Vadocondes,Burgos
9403,Valdeande,Burgos
9405,Valdezate,Burgos
9406,Valdorros,Burgos
9408,Vallarta de Bureba,Burgos
9904,Valle de las Navas,Burgos
9908,Valle de Losa,Burgos
9409,Valle de Manzanedo,Burgos
9410,Valle de Mena,Burgos
9411,Valle de Oca,Burgos
9902,Valle de Santibáñez,Burgos
9905,Valle de Sedano,Burgos
9412,Valle de Tobalina,Burgos
9413,Valle de Valdebezana,Burgos
9414,Valle de Valdelaguna,Burgos
9415,Valle de Valdelucio,Burgos
9416,Valle de Zamanzas,Burgos
9417,Vallejera,Burgos
9418,Valles de Palenzuela,Burgos
9419,Valluércanes,Burgos
9407,Valmala,Burgos
9422,"Vid de Bureba, La",Burgos
9421,"Vid y Barrios, La",Burgos
9423,Vileña,Burgos
9427,Villadiego,Burgos
9428,Villaescusa de Roa,Burgos
9429,Villaescusa la Sombría,Burgos
9430,Villaespasa,Burgos
9431,Villafranca Montes de Oca,Burgos
9432,Villafruela,Burgos
9433,Villagalijo,Burgos
9434,Villagonzalo Pedernales,Burgos
9437,Villahoz,Burgos
9438,Villalba de Duero,Burgos
9439,Villalbilla de Burgos,Burgos
9440,Villalbilla de Gumiel,Burgos
9441,Villaldemiro,Burgos
9442,Villalmanzo,Burgos
9443,Villamayor de los Montes,Burgos
9444,Villamayor de Treviño,Burgos
9445,Villambistia,Burgos
9446,Villamedianilla,Burgos
9447,Villamiel de la Sierra,Burgos
9448,Villangómez,Burgos
9449,Villanueva de Argaño,Burgos
9450,Villanueva de Carazo,Burgos
9451,Villanueva de Gumiel,Burgos
9454,Villanueva de Teba,Burgos
9455,Villaquirán de la Puebla,Burgos
9456,Villaquirán de los Infantes,Burgos
9903,Villarcayo de Merindad de Castilla la Vieja,Burgos
9458,Villariezo,Burgos
9460,Villasandino,Burgos
9463,Villasur de Herreros,Burgos
9464,Villatuelda,Burgos
9466,Villaverde del Monte,Burgos
9467,Villaverde-Mogina,Burgos
9471,Villayerno Morquillas,Burgos
9472,Villazopeque,Burgos
9473,Villegas,Burgos
9476,Villoruebo,Burgos
9424,Viloria de Rioja,Burgos
9425,Vilviestre del Pinar,Burgos
9478,Vizcaínos,Burgos
9480,Zael,Burgos
9482,Zarzosa de Río Pisuerga,Burgos
9483,Zazuar,Burgos
9485,Zuñeda,Burgos
10001,Abadía,Cáceres
10002,Abertura,Cáceres
10003,Acebo,Cáceres
10004,Acehúche,Cáceres
10005,Aceituna,Cáceres
10006,Ahigal,Cáceres
10903,Alagón del Río,Cáceres
10007,Albalá,Cáceres
10008,Alcántara,Cáceres
10009,Alcollarín,Cáceres
